Datetime,Energy Consumed by Household (Watt-hour),Sub_metering_4 (watt-hours of active energy),Reactive Energy Consumed by Household (Watt-hour),Voltage (volts),Global_intensity (amperes),Sub_metering_1 (watt-hours of active energy),Sub_metering_2 (watt-hours of active energy),Sub_metering_3 (watt-hours of active energy),temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),surface_pressure (hPa),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h),winddirection_10m (degrees),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²)
2006-12-16,50.891245791245794,37.073063973063974,1.4697811447811446,236.24376262626262,13.082828282828283,0.0,1.378787878787879,12.43939393939394,5.62530303030303,92.82499999999999,4.56979797979798,2.9313131313131313,1015.1638888888889,71.45707070707071,9.481767676767678,21.008964646464644,321.3040404040404,0.6161616161616161,0.0,0.6161616161616161
2006-12-17,39.24143518518518,25.657407407407405,2.615810185185185,240.0870277777778,9.999027777777778,1.4118055555555555,2.907638888888889,9.264583333333333,3.027048611111111,94.70833333333333,2.2062152777777775,0.0979513888888889,1017.5790972222221,72.88993055555555,7.903472222222222,15.71076388888889,242.6013888888889,40.25,16.666666666666668,23.583333333333332
2006-12-18,25.50724537037037,13.214189814814816,1.8725925925925926,241.23169444444446,6.421666666666667,0.7381944444444445,1.820138888888889,9.734722222222222,3.175416666666667,95.68854166666667,2.5484375,0.49447916666666664,1016.9701388888889,87.02847222222222,6.625590277777778,13.020659722222222,147.58923611111112,26.791666666666668,6.166666666666667,20.625
2006-12-19,19.28465277777778,9.119375,1.7470138888888889,241.9993125,4.926388888888889,0.5826388888888889,5.279166666666667,4.303472222222222,1.8338194444444442,88.66875,0.10288194444444444,-2.6761458333333334,1021.6464930555555,34.131597222222226,16.303923611111113,29.688541666666666,31.273263888888888,49.583333333333336,30.333333333333332,19.25
2006-12-20,25.760972222222225,14.15611111111111,1.863402777777778,242.30806249999998,6.467361111111111,0.0,1.8388888888888888,9.765972222222222,1.2209722222222223,86.18506944444445,-0.9105902777777778,-3.2502083333333336,1025.0863194444444,7.914583333333334,14.989791666666665,27.639270833333335,33.690625,54.875,38.583333333333336,16.291666666666668
2006-12-21,19.89596662030598,9.597635605006953,1.670908669448308,241.04054937413073,5.033796940194716,1.2273991655076495,1.8240611961057023,7.246870653685675,3.221719054242003,92.30920236439499,2.05874826147427,-0.6326474269819193,1027.202835883171,41.883437413073715,14.145440194714881,26.01831154381085,30.14895688456189,30.961451321279558,6.735431154381084,24.22602016689847
2006-12-22,27.098819444444448,16.937708333333333,2.163263888888889,241.1845486111111,6.872916666666667,2.1881944444444446,0.24305555555555555,7.729861111111111,3.5278819444444443,89.95902777777778,1.9800694444444447,-0.4242361111111111,1027.3191319444445,6.641666666666667,14.57454861111111,27.727986111111115,36.72881944444445,52.666666666666664,33.875,18.791666666666668
2006-12-23,55.24752314814815,42.87252314814815,2.563310185185185,240.1360763888889,14.028055555555557,1.8534722222222222,0.2951388888888889,10.22638888888889,1.6813541666666667,90.81145833333333,0.32076388888888885,-1.9022569444444444,1026.1735069444444,48.13263888888889,10.153645833333334,19.486944444444443,53.97083333333333,43.375,19.75,23.625
2006-12-24,29.514027777777777,20.016805555555557,1.7349537037037037,241.6874375,7.640416666666667,1.1826388888888888,3.529166666666667,4.785416666666666,1.45,92.396875,0.3564236111111111,-1.5187847222222224,1024.3377777777778,96.58611111111111,5.946458333333333,12.195520833333333,65.10243055555556,17.083333333333332,0.8333333333333334,16.25
2006-12-25,31.749074074074073,21.765046296296298,2.7810185185185183,243.39993055555558,7.951527777777779,4.597222222222222,1.3625,4.024305555555555,1.3084722222222223,95.87361111111112,0.7332638888888889,-1.7913194444444445,1023.2942708333334,99.49652777777777,7.258715277777777,13.616944444444446,35.094791666666666,19.375,1.0416666666666667,18.333333333333332
2006-12-26,45.533680555555556,32.618402777777774,1.9109027777777776,241.6254375,11.347916666666666,0.7541666666666667,1.7590277777777779,10.402083333333334,0.5795833333333333,92.87708333333333,-0.4471875,-2.610104166666667,1021.9879166666667,100.0,6.6473611111111115,13.845381944444444,104.084375,21.916666666666668,2.5833333333333335,19.333333333333332
2006-12-27,17.69398148148148,12.631481481481481,2.0706249999999997,243.76736111111111,4.5175,0.0,0.21805555555555556,4.844444444444444,0.2375,83.521875,-2.2352430555555554,-3.1560763888888888,1021.354375,99.20972222222223,6.396979166666666,13.835173611111113,220.06631944444445,24.958333333333332,2.2916666666666665,22.666666666666668
2006-12-28,23.988865740740742,13.01525462962963,2.4175462962962966,243.26833333333335,6.086250000000001,1.5326388888888889,3.06875,6.372222222222222,-0.15791666666666668,88.97673611111111,-1.7833333333333334,-3.607986111111111,1018.6765277777778,96.29097222222222,7.164965277777777,13.785034722222223,183.77604166666666,48.916666666666664,28.333333333333332,20.583333333333332
2006-12-29,36.740648148148146,24.41912037037037,2.2730787037037037,240.87130555555555,9.271388888888888,0.8694444444444445,3.584722222222222,7.867361111111111,1.2919097222222222,82.32048611111111,-1.5108680555555556,-3.1947569444444444,1012.9128125,85.60381944444444,14.562743055555554,25.546631944444446,180.6638888888889,47.208333333333336,22.208333333333332,25.0
2006-12-30,32.3284886416319,16.025985164580433,3.6152990264255913,240.54068845618914,8.292211404728791,2.1363004172461753,5.4874826147426985,8.678720445062586,7.898678720445062,78.34676634214186,4.33070792767733,2.400502086230876,1008.423376216968,87.84909596662031,28.651157858136298,58.70392698191934,206.0098866481224,14.017894993045898,0.8762169680111266,13.141678025034771
