Datetime,Energy Consumed by Household (Watt-hour),Sub_metering_4 (watt-hours of active energy),Reactive Energy Consumed by Household (Watt-hour),Voltage (volts),Global_intensity (amperes),Sub_metering_1 (watt-hours of active energy),Sub_metering_2 (watt-hours of active energy),Sub_metering_3 (watt-hours of active energy),temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),surface_pressure (hPa),cloudcover (%),windspeed_10m (km/h),windgusts_10m (km/h),winddirection_10m (degrees),shortwave_radiation (W/m²),direct_radiation (W/m²),diffuse_radiation (W/m²)
2006-12-01,31.68825178852916,20.815070631744877,2.1897629441008855,241.4411249545289,8.029956347762822,1.2486358675882139,2.21498726809749,7.409558021098581,2.6656671516915242,89.37320311931612,1.0359620771189524,-1.0772519552564568,1020.4530598854129,69.21009380683884,12.331460894870863,23.786714668970536,122.62908407602764,34.0243861404147,14.111747453619497,19.912638686795198
2007-01-01,25.767231954836685,15.343713876069716,2.2112684260047493,240.905101259017,6.54691518437206,1.2642367489582866,1.7759308212733544,7.383350508535329,7.207160603073614,84.02463820063622,4.577191697656705,3.4238568036202337,1010.1760155696941,82.07476887405349,17.715948451991576,35.03181130426991,211.76824566512835,38.132654532013085,15.18178383888167,22.95087071553385
2007-02-01,23.35139226482795,13.865257039866396,1.8939464589844073,240.51939034674336,5.914569175058287,1.1802172726821767,1.6023612282355275,6.703556724043851,7.549304901036757,82.83224862344363,4.651629297088149,3.9922422987251354,999.810828662136,79.07366436827223,15.637397192321046,31.42502108239496,194.19342229277248,73.57954263604346,38.948360533756635,34.63118210228682
2007-03-01,21.97711716959012,11.764253978210384,1.9124472621101132,240.51346916373575,5.572978785367056,1.3613432200542126,2.346871569703622,6.5046484016219,7.25774822464661,79.4423097963664,3.7071031385111675,3.8495259750442434,1005.6304787293622,59.87419818992361,13.452050068325903,27.374540715517817,215.71841141154596,124.95676874481956,71.83323253209078,53.12353621272877
2007-04-01,14.853149091031911,8.013774265183947,1.9796311776477442,239.40002609114168,3.825675709907035,1.065886465536895,0.9731489221572055,4.800339438153862,13.788870481546217,68.13685183777896,7.520775388200725,11.847011424373685,1008.8251483142084,30.560533981812192,10.867633812093118,22.397923601084173,100.47044354940851,248.5936241355726,193.12941206272006,55.464212072852554
2007-05-01,16.43103046594982,7.978588709677419,1.9223767921146953,235.17836379928315,4.297464157706093,1.6966173835125449,1.6158602150537635,5.1399641577060935,15.030507392473117,72.33689516129033,9.715621639784946,12.782364471326165,1001.0171818996416,74.29473566308243,15.891573700716846,32.25799731182796,204.91946684587813,185.71908602150538,94.36962365591398,91.34946236559139
2007-06-01,13.780239590332972,6.401089046968047,2.439920908929413,238.87553004147648,3.603549829691591,1.3826725676020113,1.6205714020900432,4.375906573672869,17.31349563222652,77.77384007229418,13.162610468753622,16.488766596380657,1001.8963797761661,72.31545401672962,13.39469124359895,28.357006511110598,192.43203188358783,213.6806995852353,116.42973061148828,97.2509689505758
2007-07-01,11.122780411452364,5.425056355643428,2.1246871419263518,237.6712473881687,2.9441326473297535,0.9672650475184794,1.252173717675077,3.478285290615381,17.401489631310522,73.0008942011728,12.19577202363567,16.20141971286706,1003.4339539194319,60.04600343750702,13.74106787391314,29.071879619852165,218.57736974544474,206.05517272911098,118.01651614280257,88.03865658630839
2007-08-01,12.736436714629374,5.75710102051489,1.880274029913189,237.93724147205162,3.3126675332825317,0.812474785960823,1.1141467569142498,5.05271415123941,17.185240553139987,75.71439441481017,12.533986171500292,16.36725648841275,1004.6510955668117,69.5664996862253,11.752022614191581,24.508345959029985,210.53639114258817,172.63892113048547,96.12865397373257,76.51026715675289
2007-09-01,16.15530271463185,7.949066314798524,2.1001805639149964,239.42410759757396,4.174609935645169,1.2232279272188527,1.7426038242511228,5.24040464836335,14.605901430621788,75.82076600768555,10.074544770591231,13.038092735774805,1009.8423591369971,61.056530394925694,11.29999814806241,22.953517292467243,208.68141233390435,135.264567804065,72.19778346219732,63.06678434186768
2007-10-01,18.39851322490554,9.724020640112311,1.557406245799543,239.72582575384203,4.677176396791971,0.9681885389130337,1.9694878802813747,5.7368161655988175,11.208166136475649,82.28883164568305,8.136821138939917,9.381439871858058,1011.929378556387,59.72108965455442,9.89015473363502,19.955934696895024,128.9690110892065,91.21107576504323,49.408127604283344,41.80294816075989
2007-11-01,21.574549747673505,11.75513681188944,1.6092195626340726,240.86926200287053,5.445941941756563,1.1765128015185888,1.705310431038474,6.937589703227001,6.494935691467198,83.95447435066438,3.857503125144683,3.309404139080513,1010.2164211769062,65.72747812398723,12.312430621788046,23.954713065419693,196.6439765729895,50.68012407981851,25.433121903791843,25.24700217602667
2007-12-01,27.1078989224669,15.471347924460673,1.8483403899430244,241.7257628979144,6.819556889715272,1.6597594032124376,1.857814915208674,8.118976679585117,3.8006584376890165,86.01513138735187,1.6183912722059186,-0.16708544098210085,1011.9096632541051,57.09961430587603,15.121568202692712,29.476528976903605,182.11865595107417,40.922959743721854,23.06637693496718,17.856582808754677
2008-01-01,24.33200489855657,14.545786569292922,1.4592015950178097,240.64632944286387,6.181715540222675,1.3835659400972244,1.4093281659535384,6.993324223212886,5.729072111830462,85.8238199780461,3.4502733036134323,1.8989829521270638,1007.2620925647975,82.00907278388853,16.031889155223013,31.541871457693947,205.20734111427228,40.488787831268624,17.103877775039763,23.384910056228858
2008-02-01,19.689741440556872,11.241912334059759,1.452725690702557,240.6029638144503,4.974260603012669,0.9625212539214982,1.356562971477836,6.12874488109778,5.555002993510071,82.61238355245827,2.6721640682999257,2.1121716119453025,1013.6759688195991,51.013234906722225,12.643564312570346,24.923755657734034,161.791681634217,77.83019254256772,47.05889311971645,30.771299422851257
2008-03-01,20.7556150451399,11.300721342323977,1.69189348626388,241.32537534442974,5.234830529357737,1.413786151123457,1.7759582427921772,6.265149308900289,6.660294361432828,77.58567322296646,2.7860285176639263,2.469755818902753,998.4636663007684,75.4551266829454,17.763984789085775,36.660066981787224,234.80371273998074,110.50573713568852,52.99584294003002,57.509894195658504
